JOURNAL_ID,JOURNAL_TITLE,ARTICLE_ID,ARTICLE_TITLE,ARTICLE_ABSTRACT
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,394,PEMBERDAYAAN MASYARAKAT MELALUI PENINGKATAN MUTU KESEHATAN DAN PENDIDIKAN DI DESA DUKUH ,"Kesehatan lingkungan dan Pendidikan merupakan dua hal penting yang harus diperhatikan dalam dunia Masyarakat. Kurangnya pemerataan pemahaman kesehatan dan pendidikan di masyarakat membuat kec.cibungbulang desa dukuh menjadi desa yang turun akan angka kesehatan dan pendidikannya. Peningkatan masyarakat hanya terlihat dari segi skill dan kreativitas, khususnya ibu-ibu desa dukuh yang begitu aktif dalam mempersiapkan kreativitas dalam menyambut acara besar 17 Agustus. Namun, untuk kesadaran akan lingkungan dan dunia pendidikan masih kurang. Hal tersebut bisa terlihat dari banyaknya anak-anak di bawah usia sekolah harus putus sekolah karena faktor ekonomi atau kurangnya perhatian dari orangtua terkait pentingnya pendidikan. Selain pendidikan, kesadaran masyarakat akan lingkungan masih perlu ditingkatkan lagi. Momen gotong royong warga yang seharusnya menjadi solusi akan kebersihan lingkungan dari sampah masih sedikit yang aktif untuk ikut andil dalam menjalankan program tersebut"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,395,MEMBERDAYAKAN KEILMUAN DAN KREATIFITAS SUMBER DAYA MANUSIA DISERTAI PEMAHAMAN AKAN PENTINGNYA MENJAGA LINGKUNGAN ,"Program Kuliah Kerja Nyata (KKN) merupakan bentuk kegiatan pengabdian kepada masyarakat oleh mahasiswa dengan pendekatan lintas keilmuan dan sektoral pada waktu dan daerah tertentu (Mada, 2014). Dalam pelaksanaannya, kegiatan KKN kami berlangsung selama 1 bulan lamanya, dan ditempatkan setingkat Desa. Seperti yang telah di tetapkan, bahwa kegiatan KKN ini menjadi kewajiban yang ditetapkan Direktorat Jenderal Pendidikan Tinggi di Indonesia, yang menyatakan setiap Perguruan Tinggi untuk dapat melaksanakan KKN sebagai kegiatan intrakulikuler yang memadukan aspek Tri Dharma Perguruan Tinggi, yakni Pendidikan, Penelitian, dan pengabdian kepada masyarakat. (Yunior, 2014) Program KKN Tematik merupakan metode KKN yang diterapkan oleh universitas Ibn Khaldun Bogor. Dalam pelaksanaannya KKN Tematik adalah kegiatan KKN yang berorientasi pada bidang tertentu sesuai permasalahan yang dirasa oleh masyarakat serta arah kebijakan pemerintahan setempat. Oleh karena itu, kelompok KKN 12 mengacu pada kegiatan yang berbasis problem solving pada setiap program kerja yang dilaksanakan pada target masyarakat setempat. Dari hasil observasi yang dilakukan di saat pra KKN dan secara kondisional saat KKN berlangsung, kami pun melihat berbagai factor permasalahan diantaranya, faktor pendidikan dan Keagamaan, ekonomi, kesehatan, hukum, dan teknik bangunan. Maka, kami mengacu pada tiga Sub Bidang kerja, yakni bidang kerja Pendidikan dan Keagamaan, Bidang Kerja Pembangunan dan Pemberdayaan masyarakat, dan Bidang Kerja Kesehatan. Berdasarkan pembagian bidang kerja inilah kami berharap kedatangan kami dapat memberikan nilai manfaat sesuai dengan tujuan kami, yakni memberdayakan kelimuan dan kreativitas sumber daya manusia disertai pemahaman akan pentingnya menjaga lingkungan."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,396,PEMBERDAYAAN DAN PENINGKATAN KUALITAS SUMBER DAYA MASYARAKAT DESA JABON MEKAR ,"Pemberdayaan dan peningkatan kualitas masyarakat di desa Jabon Mekar membutuhkan kerjasama semua elemen. Dengan mengambil tema besar dari kegiatan Kuliah Kerja Nyata (KKN) Tematik 2017 ini yakni Literasi Membaca, maka kami menghasilkan output berupa Taman Baca yang berlokasikan di Kampung Sawah Blok Benda RT 04/04. Terdapat tiga tujuan utama dalam pemberdayaan masyarakat yaitu; Pertama, mengembangkan kemampuan. Kedua, mengubah prilaku masyarakat. Ketiga, mengorganisir diri masyarakat. Pengembangan literasi membaca menjadi solusi guna meningkatkan mutu pendidikan. Terlebih, kondisi pendidikan di Desa Jabon Mekar ini khususnya di RW 04 sangat minim orang-orang akademis. Hal ini membutuhkan keberlanjutan waktu dan follow up kedepannya. Dengan adanya kami disini berupaya mengkaitkan antara minat membaca dengan mengaji Iqro, Juz?amma dan Al Qur?an. Metode pendekatan yang digunakan dalam kegiatan ini adalah: (1) Pendekatan Religius, (2) Pendekatan Organisasi, (3) Pendekatan Kekerabatan dan (4) Pendekatan berdasarkan karakter masyarakat. Hasil yang dicapai adalah selain warga memahami pentingnya akan pendidikan, juga mengaplikasikan transaksi jual beli secara syar?i (tanpa meminjam Bank Keliling/Ekonomi)"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,397,"MENGEMBANGKAN POTENSI MASYARAKAT MELALUI PENDIDIKAN NON FORMAL UNTUK MENINGKATKAN SDM, SERTA PEMBERDAYAAN DI KP.GUNUNG LEUTIK, RW 05 DESA BENTENG ","Universitas Ibn Khaldun Bogor merupakan salah satu Universitas yang mengadakan KuliahKerja Nyata, bagian integral dalam proses pendidikan yang merupakan usaha sadar untukmenyiapkan mahasiswa melalui kegiatan bimbingan, pengajaran dan atau latihan agar maudan dapat melaksanakan perannya dimasa yang akan datang, sesuai dengan yang diharapkan.Dengan demikian KKN merupakan proses pendidikan untuk mengamalkan ilmu pengetahuan,teknologi dan seni secara melembaga langsung kepada masyarakat dengan tujuan utamamembentuk sarjana-sarjana siap dan berguna serta membantu proses pembangunan sosial. Kuliah Kerja Nyata Universitas Ibn Khaldun Bogor Tahun 2018 periode 07 Agustus -5september 2018 yang berlokasi di Kp. Gunung Leutik merupakan salah satu kampung yangberada di dusun 2, desa benteng,kecamatan ciampea, kabupaten bogor. Program kerjakelompok terdiri dari program fisik, non-fisik, tambahan, dan kegiatan insidental. Sedangkanprogram kerja individu terdiri dari program kerja individu utama, dan program kerja individupenunjang. Program kerja kelompok fisik meliputi.Pembuatan Jembatan bambu untukmempermudah akses kekali cihideung dan dekorasi paud syamil. Sedangkan progam non fisikadalah pengajaran di sd,paud,smp,dan bimbel, serta penyuluhan dan pelatihan kepada wargadan pembuatan website kampung wisata. Pada pelaksanaannya, program kerja kelompokKKN 8 berjalan dengan baik, meskipun tak jarang ada beberapa kendala yang terjadi. Namun,dengan kerja sama yang baik antara mahasiswa KKN dan masyarakat setempat, hambatantersebut dapat teratasi. Dukungan dari berbagai pihak khususnya masyarakat kp.gunung leutikdan universitas sangat membantu dalam kelancaran pelaksanaan program kerja kelompokKKN 8."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,398,"PEMBERDAYAAN MASYARAKAT, KARANG TARUNA DAN DARMA WANITA DALAM MENGENTASKAN MASALAH SAMPAH DAN LIMBAH DI DESA PARUNG ","KKN Tematik Terintegrasi bagi masyarakat yakni untuk meningkatkan kesadaran masyarakat dengan berperan aktif dalam mengembangkan produktifitas sumber daya pembangunan sesuai dengan fasilitas yang dimiliki. Kegiatan KKN Tematik Terintegrasi UIKA Bogor Tahun 2017 merupakan salah satu kegiatan dengan pendekatan community development, dimana pada pelaksanaan kegiatan ini melakukan proses perencanaan sekaligus aksi program Pendampingan masyarakat baik pada aspek sosial, ekonomi, kesehatan, pendidikan, hukum, dan agama maupun teknologi tepat guna secara terpadu. KKN yang diselenggarakan tahun kelompok 15 Terpofokus di desa Parung, adalah sebuah desa yang sedang mengarah ke desa perkotaan dengan luas wilayah ? 168,259 Hektar, terletak di kecamatan Parung, Kabupaten Bogor yang berbatasan langsung dengan Kota Depok. rendahnya tingkat pendidikan, sebagian besar warga Desa Parung bekerja sebagai pedagang di pasar. Kurangnya kepedulian warga RW 04 terhadap kebersihan lingkungannya, hampir seluruh warga RW 04 selalu membuang sampah ke jalanan, kebun, bantaran sungai, sehingga banyak sekali sampah-sampah organik maupun anorganik di sekitar lingkungan. Metode yang digunakan dalam pengabdian ini Pendekatan, Partisipasi Masyarakat dan Langkah Evaluasi."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,399,PEMBERDAYAAN MASYARAKAT MELALUI PEMANFAATAN TEKNOLOGI DALAM RANGKA MENINGKATKAN KUALITAS SUMBER DAYA MANUSIA DI DESA GUNUNG MENYAN ,"Teknologi yang semakin berkembang pada saat ini, tidak dapat dipungkiri lagi banyak orang yang menggunakan teknologi sebagai alat untuk menyambung tali silaturahmi, berdagang maupun hal lainnya yang mencakup semua aktivitas manusia itu sendiri, baik secara individu maupun secara kelompok. Maka daripada itu, Perkembangan teknologi terjadi karena seseorang menggunakan akalnya untuk menyelesaikan setiap masalah yang dihadapinya, yang terjadi pada perubahan pola hidup manusia yang lebih pragmatis, hedonis, sekuler, dan melahirkan generasi instan namun juga mengedepankan efektifitas dan efisiensi dalam tingkah laku dan tindakannya. Kemajuan teknologi adalah sesuatu yang tidak bisa dihindari dalam kehidupan ini, karena kemajuan teknologi akan berjalan sesuai dengan kemajuan ilmu pengetahuan. Menurut Rosenberg (2001) (didalam Ananda 2015), ialah dengan berkembangnya penggunaan teknologi informasi ada 5 (lima) pergeseran dalm proses pembelajaran yaitu dari pelatihan kepenampilan, dari ruang kelas ke di mana dan kapan saja, dari kertas ke ?on line? atau saluran, fasilitas fisik ke fasilitas jaringan kerja dan dari waktu siklus ke waktu nyata. Tujuan dari jurnal yang dibuat ini adalah untuk meningkatkan potensi yang telah tertanam sejak awal pada diri masing- masing warga yang memiliki potensi pencapaian sangat tinggi. Dalam pelaksanaan kegiatan di lapangan sebelumnya telah dilakukan observasi lapangan oleh semua mahasiswa KKN. Semua program dapat terlaksanadengan baik berkat kerjasama antar peserta KKN dengan masyarakat Kp. Kananga."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,400,MEMBERDAYAKAN POTENSI KELUARGA MELALUI PARTISIPASI DAN KESADARAN LINGKUNGAN MASYARAKAT DI DESA CIMANGGU II ,"Tulisan ini memotret sebuah pemberdayaan mulai dari potensi keluarga, lingkungan masyarakat setempat, bahwa kita ketahui pemberdayaan adalah salah satu tujuan untuk mencapai kesejahteteraan masyarakat yang ada. Kemiskinan dalam hidup sudah ada sejak masa pra kemerdekaan sampai pascakemerdekaan. Banyak cara yang sudah dilakukan oleh pemerintah dalam menangani masalah tersebut. Untuk mencapai kesejahteraan dibutuhkan prinsip-prinsip sebagai landasan dalam melakukan pemberdayaan. Menurut Jim Ife setidaknya ada lima prinisip pemberdayaan masyarakat, mulai dari prinsip ekologis, keadilan sosial, kearifan lokal, proses, lokal dan global. Keluarga adalah kumpulan dua orang atau lebih yang hidup bersama dengan keterikatan aturan dan emosional dan individu mempunyai peran masing - masing yang merupakan bagian dari keluarga. Definisi operasional dari pemberdayaan keluarga merupakaan upaya untuk menjalankan peran sesuai dengan fungsinya dalam keluarga, dan mengembangkan potensi-potensi yang dimiliki anggota keluarga secara maksimal, sehingga terbentuk ketahanan keluarga itu sendiri. Dalam rangka menghadapi tantangan lingkungan di bumi, ada kebutuhan untuk mendidik dan memberi informasi kepada masyarakat mengenai permasalahan lingkungan. Masyarakat dan pemerintah dalam menjaga bumi dari pencemaran dan kerusakan adalah melalui pelaksanaan menjaga Lingkungan Hidup, yang merupakan kunci untuk mempersiapkan masyarakat dengan pengetahuan, keahlian, nilai dan sikap peduli lingkungan sehingga dapat berpartisipasi aktif dalam memecahkan masalah lingkungan"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,401,PEMBERDAYAAN MASYARAKAT TERHADAP LINGKUNGAN SEKITAR DALAM RANGKA MENGELOLA BANK SAMPAH UNTUK INOVASI MASYARAKAT LEBIH MUDAH MEMILAH SAMPAH ,"Bank Sampah merupakan suatu lembaga pengelola sampah sama dengan bank lainnya yaitu merupakan suatu tempat yang digunakan untuk menabung. Namun tentu saja bukan uang yang ditabung di bank ini, melainkan sampah. Sampah yang ditabung harus sudah dipilah terlebih dahulu, misalnya dipilah berdasarkan jenisnya seperti botol plastik, plastik, kertas, kardus, dan lain sebagainya. Keterlibatan seseorang dalam bank sampah dimulai dengan mendaftarkan diri sebagai nasabah. Nasabah Bank Sampah akan mendapat buku tabungan yang harus dibawa setiap menabung. Bicara soal sampah, kecenderungannya adalah kita tidak terlalu memikirkan apakah sampah yang kita hasilkan itu organik atau non-organik. Kita mungkin juga tidak terlalu peduli ke mana larinya sampah itu. Sementara kenyataannya di Indonesia, sampah rumah tangga kita akan bercampur dengan sampah jutaan rumah tangga lainnya, hingga terbentuklah gunung-gunung sampah yang tak semestinya di tempat pembuangan akhir (TPA) berbagai kota. Bicara soal pengelolaan sampah, para pakar akan mengatakan bahwa tanggung jawabnya bukanlah milik pemerintah kota semata, tetapi milik bersama. Jumlah penduduk terus meningkat, begitu pula pola konsumsi. Volume sampah pun kian meluap di berbagai TPA. Salah satu pilihannya adalah memperbanyak jumlah bank sampah. proyek pengelolaan sampah Bank Dunia mengunjungi beberapa kota untuk memberi belajar lebih banyak tentang cara kerjanya."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,402,MEMBENTUK KEPRIBADIAN YANG BERPENDIDIKAN SERTA KESADARAN DIRI DALAM MENUNTUT ILMU DI KAMPUNG SINAR WANGI ,"Kampung Sinar Wangi Desa Tapos Satu Kecamatan Tenjolaya Kabupaten Bogor merupakansalah satu tempat yang di pilih dan ditunjuk oleh LPPM untuk menjadi tempat pelaksanaanKuliah Kerja Nyata yang bertemakan Tematik Terintegrasi. Kurangnya kepedulianmasyarakat di Kampung Sinar Wangi dalam bidang pendidikan berdampak pada keinginandan antusiasme anak-anak terhadap pendidikan itu sendiri. Hal ini dapat dilihat darikurangnya kesadaran para orang tua untuk melanjutkan pendidikan anak-anak ke jenjang yanglebih tinggi lagi. Kesadaran diri para orang tua yang dibatasi juga oleh kebutuhan ekonomimembuat mereka berhenti bersekolah dan hanya bertamatkan ijazah sekolah dasar. Maka dariitu tema yang kami garap adalah ?Membentuk Kepribadian Yang Berpendidikan SertaKesadaran Diri Dalam Menuntut Ilmu Di Kampung Sinar Wangi? agar permasalahan yangterjadi di kampung sinar wangi dapat teratasi sedikit demi sedikit. Maka dari itu kami jugamembentuk 4 pilar untuk mendukung adanya program tersebut yaitu 1. Pilar Pendidikan,2.Pilar Ekonomi, 3.Pilar Kesehatan, 4.Pilar Pemberdayaan Lingkungan"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,403,PEMBERDAYAAN MASYARAKAT MELALUI EDUKASI LINGKUNGAN DI DESA CINANGNENG ,"Kuliah Kerja Nyata (KKN) merupakan kegiatan pengabdian kepada masyarakat didaerah tertentu atau lembaga pendidikan, dilaksanakan secara kelompok, teritegrasi antar jurusan, terkoordinasi di tingkat fakultas, diutamakan kegiatan fisik dan nonfisik di segala bidang. Kegiatan KKN bertujuan untuk memberikan pengalaman kerja nyata di lapangan dalam bidang membentuk sikap mandiri dan tanggung jawab dalam pelaksanaan pekerjaan di lapangan. Selain itu, KKN juga bertujuan uintuk membantu masyarakat dalam meningkatkan taraf pengetahuan dan keterampilan sehingga diharapkan dapat meningkatkan kesejahteraannya. Kegiatan KKN dibagi menjadi empat tahap kegiatan, yaitu pembekalan, pelaksanaan, penyusunan laporan, dan evaluasi. Pelaksanaan KKN ini dimulai dari tanggal 7 Agustus 2018 sampai dengan 5 September 2018 di Desa Cinangneng, Kecamatan Tenjolaya, Kabupaten Bogor. Program kelompok di Desa Cinangneng merupakan program yang lebih menekankan kepada tema Pemberdayaan Masyarakat Melalui Edukasi Lingkungan Desa Cinangneng. Program fisik kelompok 01, antara lain : kerja bakti, perbaikan sarana prasarana penerangan jalan umum. Program non-fisik, antara lain : Sosialisasi Program KKN,Bimbingan belajar, Perayaan HUT RI ?17 Agustus?, Penyuluhan PHBS + CTPS, Pengajian ibu-ibu & bapak-bapak,Cek Kesehatan Gratis, Sosialisasi Menabung dalam 500 rupiah,Mengajar MI,PAUD,TPQ dan pesantren,Pembukuan ke warung, Bazar murah, Seminar hukum."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,404,"TERCIPTANYA MASYARAKAT YANG BERIMAN, SEHAT, PRODUKTIF DAN KREATIF DI DESA CISEENG ","Desa Ciseeng merupakan salah satu desa di wilayah kecamatan Ciseeng, Kabupaten Bogor. Latar belakang Pendidikan di Kp. Cibogo sangat tidak di perhatikan oleh masyarakat, Bahkan karena minimnya tingkat pendidikan desa ciseeng banyak perkawinan di bawah umur yang dilakukan oleh masyrakat, namun tidak sedikit juga yang melanjutkan pendidikan ketingkat yang lebih tinggi. Mayoritas penduduk memiliki mata pencaharian sebagai petani, peternak ikan, pedagang, buruh, pegawai negeri, dan lain sebagainya. Kurangnya ide dan pemahaman terhadap usaha yang dijalankan masyarakat menghambat nilai dari usaha itu sendiri. Penduduk mayoritas beragama islam. Setiap seminggu 2/3 kalinya ada pengajian di setiap RT baik bapak-bapak ataupun Ibu-ibunya dan sudah terdapat pondok pesantren di desa ini untuk menimba ilmu Agama Islam. Adat istiadat yang masih sangat kental dan masih di percayai oleh masyarkat asli membuat akulturasi budaya atau pendapat di luar sulit di terima. Sehingga ketidak selarasan antar masyarakat sangat terlihat dan sangat menganggu keharmonisan. Lingkungan hidup yang ada sangat kurang baik, di karenakan pengetahuan masyarakat tentang pentingnya menjaga lingkungan sangat sedikit. Hampir keseluruhan masyarakat membuang sampah dengan cara di bakar, di buang di pinggir jalan, bahkan masyarakat membuang sampah di sungai sekitar rumah mereka."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,405,PENTINGNYA PENDIDIKAN KARAKTER PADA ANAK DI DESA GUNUNG SARI ,"Kuliah Kerja Nyata (KKN) merupakan salah satu bentuk pengamalan Tri Dharma PerguruanTinggi. KKN kelompok 47 ditempatkan di sebuah Desa yang bernama Gunung Sari. Khususnyapada wilayah RT 05 RW 05. Berdasarkan hasil survey kelompok, ditemukan beberapapermasalahan yang terjadi. Terutama pada lingkungan, pendidikan karakter, tentang keagamaannya. . Pada tatarang lingkungan yang tidak bersih Kemudian, melihat volume sampahyang tidak tahu mau dibuang kemana kami menyediakan 2 tong sampah yang siap disebar padatitik tertentu untuk meminimalisir pembuangan sampah. Pendidikan karakter merupakan salahsatu misi yang sedang di sosialisasikan oleh pemerintah dengan tujuan untuk mencetak generasibangsa berkarakter. Selain upaya sosialisasi, di perlukan pula penanaman nilai-nilai karakteryang telah di canangkanolehpemerintah. Penanaman pendidikan karakter ini tidak hanyaberlaku pada lingkungan formal saja, tetapi berlaku pula padalingkungan keluarga danmasyarakat. Lingkungan keluarga merupakan tingkatan pertama dalam upaya penanamanpendidikan karakter. Pendidikan karakter memiliki peranan penting dalam membentuk kualitassumber daya manusia. Hasil yang didapat dari pendidikan karakter dalam lingkungan keluarga bukan semata-mata mendukung tercapainya target misi pemerintah saja, tetapi menumbuhkankesadaran diri yang memiliki karakter di mana pun berada. Selain itu, kurangnya guru agamapada wilayah tersebut sangat berpengaruh terhadap akhlak manusia kepada manusia lainnya.Karena hidup lebih indah dengan tatakrama.Hal ini karena didesa tersebut masih kurangnyakesadaran dan sarana prasarana tentang pemberdayaan lingkungan, yang menjadi perhatianadalah dengan kondisi desa yang berada diwilayah perdesaandan kurangnya sarana ataufasilitas yang mendukung pelaksanaan pemberdayaan lingkungan.Adapun metode pendekatanyang digunakan adalah: a) Pendekatan religius, b) Pendekatan organisasi, c) Pendekatankekerabatan, d) Pendekatan berdasarkan karakter masyarakat"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,406,PENERAPAN RUMAH PANTAS DITEMPATI BAGI MASYARAKAT KURANG MAMPU DI DESA KAREHKEL KECAMATAN LEUWILIANG KABUPATEN BOGOR ,"Peningkatan program rumah pantas untuk dihuni adalah program rumah sehat dengan kualitas material yang digunakan, komponen penataan ruang, pencahayaan, kualitas udara dan ventilasi. Selanjutnya tersedianya sumber air layak minum, vector penyakit, pembuangan limbah dan kepadatan hunian. Rata-rata tingkat kepadatan hunian di desa Karehkel masih rendah jadi memungkinkan di adakan penyampaian tentang rumah layak huni. Metode pendekatan yang dipakai dalam program rumah pantas ditempati adalah (1) pendekatan di dalam musholla dan masjid serta pengajian; (2) pendekatan kekerabatan dalam arisan; (3) pendekatan sosial kemasyarakatan. Hasil yang didapatkan untuk masyarakat kurang mampu adalah bertambahnya pengetahuan masyarakat dalam mengelola rumah sehat dan siap untuk ditempati. Diharapkan adanya proses perubahan perilaku di lingkungan masyarakat kurang mampu agar mereka memahami, mengetahui dan mampu melakukan perubahan demi tercapainya masyarakat sehat dan adil makmur dalam menghuni rumah yang sangat layak."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,407,PEMBERDAYAAN MASYARAKAT DESA GUNUNG MULYA DENGAN 4 PROGRAM BIDANG KERJA ,"Kuliah Kerja Nyata (KKN) adalah salah satu wujud pengabdian perguruan tinggi kepada masyarakat sebagai bentuk aplikasi serta penerapan hasil-hasil penelitian dibidang IPTEK untuk meningkatkan sumber daya manusia yang ada dimasyarakat. Dimana Mahasiswa mempunyai peran pembawa perubahan bagi masyarakat ke arah yang lebih baik. Kuliah Kerja Nyata (KKN) kelompok 64 Universitas Ibn Khaldun Bogor pada semester khusus tahun ajaran 2016/2017 dilaksanakan di Kp. Cikareo RW 04 Desa Gunung Mulya Kecamatan Tenjolaya Kabupaten Bogor Provinsi Jawa Barat. Penduduk di Kp. Cikareo RW 04 Desa Gunung Mulya sebagian besar beragama Islam dan memiliki profesi yang bervariasi. Masyarakat cukup aktif dalam mengikuti kegiatan kemasyarakatan. Kegiatan KKN dilaksanakan mulai 7 Agustus hingga 7 September 2017. Sebelum pelaksanaan KKN, telah dilakukan observasi untuk mengetahui kondisi lokasi setempat. Observasi dilakukan dengan metode: (1) tanya jawab, (2) dokumentasi, dan (3) melihat ke lapangan secara langsung. Berdasarkan hasil observasi maka ditentukan rencana program kerja kelompok yang disusun yaitu meliputi 4 bidang program kerja yaitu dalam bidang pendidikan, kesehatan, ekonomi, serta bidang social dan lingkungan."
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,408,POS PENGEMBANGAN DAN PEMBERDAYAAN MASYARAKAT (P3M) DESA SUKAMAJU ,"Penelitian ini bertujuan untuk mengetahui pembangunan Kabupaten Bogor yang ditujukanuntuk semua bidang, tidak terkecuali bidang kesehatan, pendidikan, ekonomi, kelembagaan,dan pemberdayaan lingkungan. Namun demikian, hal tersebut belum mampu dipenuhi olehpemerintah secara optimal. Universitas Ibn Khaldun Bogor ( UIKA ) sebagai salah satulembaga pendidikan yang berada di kawasan Kota Bogor memiliki kewajiban untuk berperansecara aktif dalam proses pembangunan tersebut melalui program KKN Tematik Terintegrasi. Metode pengumpulan data yang peneliti gunakan adalah metode survei, Penelitian inimenggunakan metode kualitatif yang disajikan dalam bentuk narasi. Subjek penelitian iniadalah warga desa Sukamaju Kecamatan Cibungbulang, Kabupaten Bogor. Populasi dalampenelitian ini adalah seluruh warga kampung Bubulak RT 02 RW 08. Peneliti telahmelaksanakan program bidang Pendidikan, bidang Ekonomi, bidang Teknik, bidangKesehatan, dan bidang Agama"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,409,MENGOPTIMALKAN POTENSI SUMBER DAYA ALAM DENGAN MENINGKATKAN KUALITAS SUMBER DAYA MANUSIA MELALUI KEPEDULIAN LINGKUNGAN DI KAMPUNG BABAKAN INPRES DESA CEMPLANG ,"Sumber Daya Alam (SDA) yaitu segala sesuatu yang berasal dari alam yang dapat digunakan untuk memenuhi kebutuhan hidup manusia, sedangkan Sumber Daya Manusia (SDM) yaitu penduduk yang telah memasuki usia angkatan kerja baik yang belum bekerja maupun yang sudah bekerja. Adapun perilaku peduli lingkungan adalah perilaku yang secara sadar berupaya untuk mengurangi dampak negatif yang disebabkan oleh aktivitas seseorang terhadap lingkungan. Desa Cempalang Kecamatan Cibungbulang memiliki potensi yang perlu dikembangkan secara optimal. Potensi tersebut diantaranya yaitu potensi dalam bidang pertanian, yang mana dapat meningkatakan perekonomian daerah tersebut. Selain itu, pendidikan, kesehatan, serta hukum dan/ kemasyarakatan juga perlu dioptimalkan untuk meningkatkan kualitas sumber daya manusia di daerah tersebut. Tujuan program KKN ini adalah mengembangkan potensi sumber daya alam dan meningkatkan kualitas sumber daya manusia dalam berbagai bidang, diantaranya yaitu bidang pendidikan, agama, kesehatan, ekonomi, hukum dan/ kemasyarakatan, serta meningkatkan kepedulian masyarakat terhadap lingkungan. Adapun metode yang digunakan yaitu wawancara, observasi, dan dokumentasi. Realisasi program Kuliah Kerja Nyata secara umum terdiri dari 6 proyek, yaitu Proyek Sekolah Bersih; Proyek Sekolah Hijau (Green School); Proyek Pemanfaat Sampah; Proyek Pemanfaat Lahan dan Penghijauan Lahan; Proyek Penggerakan Pemuda; dan Proyek Pemakmuran Masjid"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,410,"PEMBERDAYAAN MASYARAKAT MELALUI PENINGKATAN KUALITAS PENDIDIKAN, KESEHATAN DAN EKONOMI DI DESA LEUWISADENG ","Kuliah kerja nyata (KKN) merupakan bagian kecil dari pemberdayaan masyarakat. Pemberdayaan masyarakat adalah untuk meningkatkan kemampuan dan kemandirian masyarakat dalam meningkatkan taraf hidupnya. Tujuan kegiatan pemberdayaan ini adalah untuk membentuk individu dan masyarakat menjadi mandiri. Perlunya upaya pemberdayaan adalah berangkat dari kenyataan masih lemahnya posisi sebagian besar masyarakat dalam menuntut hak dan menjalankan kewajibannya yang ditunjukkan dengan kurangnya akses pendidikan, kesehatan dan ekonomi yang ada diwilayah tersebut. Pendidikan adalah usaha sadar dan terencana untuk mewujudkan suasana belajar dan proses pembelajaran agar peserta didik aktif dalam mengembangkan potensi Kecerdasan, akhlak mulia dan ketrampilan lain yang diperlukan masyarakat. Upaya dalam meningkatkan kesadaran akan pentingnya kesehatan adalah dengan melakukan penyuluhan kepada masyarakat akan pentingnya hidup sehat. Dalam meningkatkan taraf ekonomi yaaitu dengan memberikan penyuluhan mengenai pentingnya kewirausahaan agar dapat menambah kreatifitas masyarakat dalam meningkatkan nilai tambah usaha dalam permodalan"
7,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,411,PENGEMBANGAN POTENSI LOKAL DALAM RANGKA MENINGKATKAN MUTU MASYARAKAT KAMPUNG LALADON DESA CIBITUNG ,"Pengabdian kepada masyarakat merupakan salah satu Tri Darma perguruan tinggi yang mutlak harus direalisasikan oleh setiap mahasiswa baik dalam kelompok maupun individu. Mahasiswa di tempatkan ke daerah-daerah untuk bisa hidup bermasyarakat, mengaplikasikan ilmu yang di dapat selama di kampus dalam rangka mengembangkan potensi masyarakat dari daerah tersebut. Dalam rangka mengembangkan potensi masyarakat dari daerah tersebut, maka mahasiswa di bagi ke tiap-tiap kelompok dari masing-masing Fakultas serta jurusan.. Lokasi yang dituju berada di Kp. Laladon RT 13 RW 04 Desa Cibitung Tengah Kecamatan Tenjolaya Kabupaten Bogor yang memiliki potensi unggul dalam sektor pertanian. Mayoritas masyarakat bermata pencaharian sebagai pegawai. Masyarakat dapat di kategorikan sebagai wilayah yang sudah sadar akan adanya teknologi. Kesehatan masyarakat terbilang baik karena aktifnya POSYANDU bagi balita serta lansia, pusat kesehatan masyarakat yang melayani dengan baik, serta lingkungan masyarakat yang terbilang bersih. Namun, satu hal yang menjadi perhatian besar adalah penyakit rata-rata penduduk yaitu penduduk menderita penyakit jantung. Penyebaran pendidikan terbilang baik. Karena terdapatnya sekolah-sekolah dari tingkat dasar hingga berjenjang. Namun, hal yang menjadi fokus bagi bidang pendidikan yaitu, masih rendahnya mutu pendidikan. Dimana kualitas siswa dari daerah tersebut masih jauh dari tingkat rata-rata. Asumsi tersebut di dapat dari hasil pengamatan serta studi kasus pada siswa-siswa sekitarnya."
