(JRAMB) Jurnal Riset Akuntansi Mercu Buana,REAKSI PASAR ATAS PERUBAHAN SATUAN PERDAGANGAN DAN FRAKSI HARGA DI BURSA EFEK INDONESIA  PADA TAHUN 2014 (Studi pada Sepuluh Sektor Industri di BEI tahun 2014) ,"Mekanisme perdagangan di Bursa Efek Indonesia menjadi salah satu instrumen bagi pelaku pasar modal untuk masuk ke dunia investasi di Indonesia. Dalam perkembangannya BEI Self Regulatory Organization (SRO) berusaha untuk membuat kebijakan yang terbaik bagi pasar modal di Indonesia. Pada tanggal 6 januari 2014 sistem perdagangan tentang satuan perdagangan dan fraksi harga saham dirubah oleh BEI. Menurut studi peristiwa, suatu pengumuman atau informasi di pasar modal diukur untuk membuktikan apakah informasi yang masuk ke pasar menimbulkan reaksi pasar. Oleh karena itu penelitian ini bertujuan untuk memperoleh bukti empiris mengenai reaksi pasar terhadap suatu pengumuman yang diukur dengan abnormal return dan trading volume activity. Penelitian ini termasuk studi peristiwa, menggunakan metode market adjusted method dalam mencari abnormal returnnya. Periode jendela yang digunakan adalah 8 hari sebelum peristiwa, 1 hari saat peristiwa dan 8 hari sesudah peristiwa. Jumlah sampel sebanyak 59 emiten dari sepuluh sektor industri berdasarkan JASICA, yang terdaftar di BEI Tahun 2014. Data yang digunakan sekunder dari data pasar Bursa Efek Indonesia yang kemudian diolah dengan one sampel kolmogorov-smirnov dan paired sampel t-test untuk mengetahui ada tidaknya perbedaan average abnormal return (AAR), rerata trading volume activity(TVA) sebelum dan sesudah peristiwa. Hasil dari penelitian ini membuktikan bahwa sepanjang periode pengamatan tidak terdapat perbedaan antara AAR sebelum dan AAR sesudah peristiwa. Dan terdapat perbedaan rerata TVA sebelum dan rerata TVA sesudah peristiwa pada lima sektor industri yaitu sektor pertanian, sektor aneka industri, sektor industri barangkonsumsi, sektor properti dan real estate, dan sektor insfratruktur, utilitas dan transportasi. Kelima sektor ini menunjukan aktivitas volume perdagangan yang meningkat sesudah terjadinya peristiwa. Secara garis besar penelitian ini membuktikan bahwa pengumuman tidak sepenuhnya mempunyai kandungan informasi yang material untuk membuat pasar bereaksi sehingga menambah keuntungan bagi investor dan meningkatkan likuiditas saham. Kata kunci: satuan perdagangan dan fraksi harga saham, studi peristiwa, sepuluh sektor industri, abnormal return, trading volume activity"
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Analisis Faktor-Faktor Yang Mempengaruhi Audit Delay (Studi Empiris Pada Perusahaan Yang Terdaftar Sebagai Anggota LQ45 Di BEI Periode 2010-2015) ,"Skripsi ini membahas tentang Analisis Faktor-Faktor Yang Mempengaruhi Audit Delay(Studi Empiris pada Perusahaan yang Terdaftar Sebagai Anggota LQ45 di BEI Periode 2010-2015). Tujuan penulisan skripsi ini adalah untuk menguji apakah faktor ukuran KAP, ukuran perusahaan, tingkat leverage, serta profitabilitas mampu mempengaruhi terjadinya audit delay pada laporan keuangan perusahaan. Penulisan skripsi ini merujuk pada adanya inkonsistensi hasil dari beberapa penelitian dengan judul serupa. Penulisan skripsi ini mengunakan metodologi statistik deskriptif. Data yang digunakan adalah data sekunder berupa laporan keuangan auditan perusahaan yang tercatatdalam indek LQ45 pada Bursa Efek Indonesia Periode 2010  2015. Hasil penelitian melalui bantuan olah data statistic menggunakan SPSS versi 23 menunjukkan bahwa ukuran KAP, ukuran perusahaandan tingkat leverage tidak mempengaruhi terjadinya audit delay. Sebaliknya, profitabilitas perusahaan mempengaruhi terjadinya audit delay. Berdasarkan uji simultan, keempat variabel bebas secara bersama-sama mempengaruhi variabel terikat."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Pengaruh brand ambassador dian sastrowardoyo terhadap brand image produk makeup LOREAL PARIS (studi pada konsumen LOREAL kota BANDUNG) ,"Penggunaan brand ambassador pada brand image adalah suatu strategi pemasaran yang dilakukan untuk membangun citra merek dan pola pikir dari konsumen. Penelitian ini dilakukan pada konsumen Loreal di Kota Bandung. Tujuan penelitian ini adalah untuk mengetahui pengaruh brand ambassador terhadap brand image produk makeup Loreal di Kota Bandung. Penelitian menggunakan metode kuantitatif dengan jenis penelitian deskripstif. Sampel diambil menggunakan metode nonprobability sampling dan teknik analisisnya menggunakan regresi linier sederhana. Berdasarkan hasil penelitian menunjukkan bahwa secara parsial brand ambassador Dian Sastrowardoyo (visibility, credibility, attraction dan power) memiliki pengaruh terhadap brand image produk makeup Loreal. Hasil koefisiensi determinasi brand ambassador berpengaruh terhadap brand image sebesar 56,1% dan sisanya sebesar 43,9% dipengaruhi oleh faktor lain yang tidak diteliti dalam penelitian ini."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Analisis gejala akhir pekan (the weekend effect) terhadap return saham LQ45 di Bursa Efek Indonesia periode 2016 ,"Penelitian ini berjudul Analisis Gejala Akhir Pekan (The Weekend Effect) Terhadap Return Saham LQ45 di Bursa Efek Indonesisa Periode 2016. Penelitian ini digunakan untuk melihat peristiwa anomali return periode 2016 pada indeks LQ45. Hipotesa dalam penelitian ini adalah H1: Adanya dugaan terjadi efek akhir pekan (weekend effect) yang menunjukkan adanya perbedaan return saham pada hari Jumat akan lebih tinggi dan hari Senin akan menunjukkan return yang lebih rendah. Periode penelitian ini adalah Februari 2016 sampai dengan Januari 2017 dengan total 42 Emiten yang berturut-turut masuk kedalam indeks LQ45. Uji hipotesis menggunakan uji independent sample t-test. Hasil penelitian menunjukan nilai t pada equal variances assumed (t hitung) adalah sebesar 1,532 dengan df = 94, dengan nilai probabilitas (Sig.) 0,129 lebih besar 0,05 maka dapat disimpulkan bahwa Ho gagal ditolak artinya tidak terdapatnya perbedaan antara rata-rata return saham hari Senin dengan rata-rata return saham hari Jumat, sehingga H1 ditolak."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY  PADA PEMERINTAH KABUPATEN/KOTA DI INDONESIA ,"Pemerintah daerah berkewajiban untuk memastikan bahwa laporan keuangan mereka disajikan secara tepat waktu karena laporan keuangan tersebut merupakan bentuk pertanggungjawaban kepada publik. Laporan keuangan tersebut dapat digunakan oleh publik untuk mengevaluasi kapabilitas pemerintah daerah dalam mengelola sumberdaya yang dimiliki secara efektif dan efisien. Ketepatan waktu laporan keuangan berperan penting dalam rangka pengambilan keputusan pemerintah. Berdasarkan Undang-Undang (UU) Nomor 17 tahun 2003 tentang Keuangan Negara, bahwa waktu penyampaian laporan keuangan pemerintah daerah kepada DPRD adalah 6 (enam) bulan setelah tahun anggaran berakhir (Pasal 31 ayat 1). Untuk memenuhi ketepatan waktu laporan keuangan, Pemerintah Daerah dan auditor diharapkan dapat meminimalkan audit delay. Audit delay merujuk pada perbedaan waktu antara tanggal laporan keuangan dengan tanggal opini audit dalam laporan keuangan (Subekti dan Widiyanti, 2004). Tujuan penelitian ini untuk menganalisis faktor-faktor yang dapat mempengaruhi audit delay pada pemerintah kabupaten/kota. Faktor-faktor tersebut yaitu ukuran pemerintah daerah, pengalaman pemerintah daerah dalam menerapkan Standar Akuntansi Pemerintah (SAP), jumlah temuan audit, dan opini audit yang diberikan oleh BPK RI atas laporan keuangan pemerintah daerah. Populasi penelitian seluruh pemerintah daerah Kabupaten/Kota di Indonesia. Analisis data menggunakan regresi berganda. Hasilnya semua variabel berpengaruh terhadap audit delay baik secara parsial maupun simultan. Besar pengaruh semua variabel sebesar 70,9% sedang sebesar 29,1% dipengaruhi oleh variabel lain"
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,"PENGARUH PERSEPSI MAHASISWA AKAN MINAT, MOTIVASI, PELATIHAN PROFESIONAL, GENDER DAN LINGKUNGAN PEKERJAAN TERHADAP PILIHAN KARIR AKUNTAN PUBLIK DAN NON PUBLIK ","Penelitian ini bertujuan untuk menganalisis pengaruh persepsi mahasiswa akuntansi akan minat, motivasi, pelatihan professional, gender, dan lingkungan pekerjaan terhadap pilihan karir akuntan publik dan non publik. Penelitian ini menggunakan data primer yang diperoleh dengan menyebarkan kuisioner kepada para mahasiswa akuntansi yang berada di universitassBuddhi Dharma dan universitas Muhammadiyah Tangerang. Metode analisis untuk menguji hipotesis adalah analisis regresi linier berganda. Hasil penelitian ini menunjukan secara simultan bahwa minat, motivasi, pelatihan professional, gender, dan lingkungan pekerjaan terhadap pilihan karir akuntan publik dan non publik. Sedangkan secara parsial hanya variabel gender dan variabel lingkungan pekerjaan yang berpengaruh terhadap pilihan karir akuntan publik dan non publik, sedangkan variabel minat, motivasi, dan pelatihan profesional tidak berpengaruh terhadap pilihan karir akuntan publik dan non publik."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,PENGARUH PRICE EARNING RATIO DAN PRICE TO BOOK VALUE TEHADAP HARGA SAHAM PERUSAHAAN ASURANSI YANG TERDAFTAR DI BURSA EFEK INDONESIA TAHUN 2009-2012 ,"Penelitian ini bertujuan untuk menganalisis pengaruh Price Earning Ratio(PER) dan Price to BookValue terhadap harga saham perusahaan asuransi yangterdaftar di Bursa Efek Indonesia pada 2009-2012. Populasi sampel dalam penelitianini adalah 11 perusahaan asuransi di Bursa Efek Indonesia 2009-2012. Penelitian inimetode nonprobability sampling yang digunakan, yang adalah purposive sampling.Sedangkan instrumen analisis dalam penelitian ini adalah regresi linier. Pengujianregresi parsial (t-test) menunjukkan bahwa variabel Price Earning Ratio memilikipengaruh yang signifikan terhadap harga saham. Hal ini dapat dibuktikan dari nilaisignifikan variabel (0043) lebih rendah dari alpha 0,05. Dalam pengujian regresisimultan (F-test), variabel Price Earning Ratio dan Price to BookValue tidak memilikipengaruh yang signifikan terhadap harga saham dengan nilai variabel yang signifikan(0091) adalah lebih besar dari alpha (0,05). Sehingga penelitian ini membuktikanbahwa Price Earning Ratio berpengaruh terhadap harga saham dan Price to BookValue terbukti tidak berpengaruh terhadap harga saham.Kata kunci : Harga saham, Price Earning Ratio, Price to Book Value"
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Perbedaan Total Discretionary Accrual Antara Bank Yang Memperoleh Laba Dan Yang Mengalami Kerugian Di Indonesia ,"Manajemen Laba (earning management) merupakan tindakan manajemen berupa campur tangan dalam proses penyusunan laporan keuangan dengan maksud untuk meningkatkan kesejahteraan baik secara individu maupun untuk perusahaan. Penelitian ini mengelompokkan sampel ke dalam dua kelompok, yaitu perusahaan perbankan yang mengalami kerugian dan perusahaan perbankan yang memperoleh keuntungan. Penelitian ini dimaksudkan untuk mengetahui indikasi terdapatnya praktek manajemen laba dan perbedaannya antara kedua kelompok bank tersebut. Berdasarkan hasil pengujian dengan menggunakan beberapa metode diperoleh hasil bahwa memang terdapat indikasi manajemen laba pada kedua kelompok bank yang diteliti. Diantara dua kelompok tersebut terdapat perbedaan discretionary accrual yang signifikan antara bank yang memperoleh laba dan bank yang mengalami kerugian, dimana bank yang memperoleh laba discretionary accrualnya lebih tinggi daripada pada bank yang mengalami kerugian."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Pengaruh brand image terhadap keputusan pembelian produk Adidas di Paris Van Java Bandung ,"Industri produk olahraga saat ini sangat kompetitif dalam menentukan bentuk, warna dalam merek produknya. Brand image merupakan hal yang paling penting jika produk menjadi lebih kompleks dan ramai dipasaran. Penelitian ini bertujuan untuk mengetahui pengaruh brand image terhadap keputusan pembelian produk Adidas di Prasi Van Java Bandung. Penelitian ini menggunakan metode kuantitatifdengan jenis penelitian deskriptif-kausalitas. Pengambilan sampel dilakukan dengan metode nonprobability sampling dengan insidental sampling menggunakan sebanyak 100 responden. Teknik analisis data yang digunakan yaitu analisis regresi linear berganda. Berdasarkan hasil uji hipotesis secara parsial menunjukkan bahwa keunggulan dan keunikan merek berpengaruh terhadap keputusan pembelian. Hasil koefisiensi determinasi brand image berpengaruh terhadap keputusan pembelian sebear 64,3% dan sisanya sebesar 35,7% dipengaruhi oleh faktor lain yang tidak diteliti dalam penelitian ini."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Pengaruh Annual Report Award (ARA) terhadap nilai perusahaan ,"Penelitian ini bertujuan untuk mengetahui pengaruh Annual Report Award (ARA) terhadap nilai perusahaan pada perusahaan yang memenangkan ARA 2013-2015 yang tercatat di Bursa Efek Indonesia. Penelitian ini merupakan penelitian event penelitian selama 11 hari yaitu 5 hari sebelumnya, 1 hari pengumuman, dan 5 hari setelah pengumuman. Nilai perusahaan dalam penelitian ini diukur dengan menggunakan harga saham dan abnormal return. Harga saham yang digunakan adalah harga saham pada saat penutupan. Kembalinya ekspektasi untuk menghitung abnormal return dihitung dengan menggunakan model market adjusted. Teknik pengambilan sampel menggunakan teknik purposive sampling, dan diperoleh sebanyak 15 perusahaan yang memenuhi kriteria sampel. Pengujian hipotesis penelitian ini menggunakan uji deskriptif, uji beda satu sampel t-test, dan paired sample t-test. Hasil pengujian hipotesis menunjukkan bahwa terdapat perbedaan rata - rata harga saham positif dan rata - rata abnormal return positif sebelum dan selama pengumuman ARA (H1 dan H4). Tidak ada perbedaan yang signifikan rata-rata harga saham positif dan abnormal return positif pada dan sesudahnya, serta sebelum dan sesudah pengumuman ARA (H2, H3, H5 dan H6). Dengan demikian penelitian ini menunjukkan bahwa ARA berpengaruh terhadap nilai perusahaan pada saat sebelum dan selama pengumuman saja."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,PENGARUH PENERAPAN SISTEM E-FILLING TERHADAP KEPATUHAN WAJIB PAJAK ORANG PRIBADI PEGAWAI NEGERI SIPIL DENGAN PEMAHAMAN INTERNET SEBAGAI VARIABEL PEMODERASI ( Studi Kasus pada Dinas Perindustrian dan Perdagangan DIY) ,"Penelitian ini bertujuan untuk menganalisis pengaruh Penerapan Sistem EFilling terhadap Kepatuhan WPOP PNS dengan Pemahaman Internet sebagai Variabel Pemoderasi pada Dinas Perindustrian dan Perdagangan DIY. Data penelitian ini diperoleh dari kuesioner (Primer) yang dibagikan kepada WPOP PNS yang bekerja di Dinas Perindustrian dan Perdagangan DIY dengan metode proportionate stratified random sampling. Populasi penelitian ini adalah WPOP PNS di Dinas Perindustrian dan Perdagangan DIY. Sampel yang digunakan pada penelitian ini sebanyak 59 responden. Kuesioner di uji valditas dan uji reliabilitas sebelum penelitian. Uji asumsi klasik yang digunakan adalah uji multikolinieritas, uji heteroskedastisitas, dan uji normalitas. Uji hipotesis yang digunakan adalah regresi linier sederhana dan Moderated Regression Analysis.Hasil penelitian ini menunjukkan bahwa (1) Penerapan Sistem E-Filling berpengaruh postif dan signifikan terhadap Kepatuhan Wajib Pajak. Hal ini dibuktikan melalui analisis regresi linier sederhana yang diperoleh nilai R Square sebesar 0,138, yang dapat diartikan bahwa besarnya pengaruh Penerapan Sistem E-Filling terhadap Kepatuhan Wajib Pajak adalah 13,8%. Hasil uji t statistik menghasilkan nilai signifikansi lebih kecil dari level of significant yaitu 0,004 < 0,05. (2) Pemahaman Internet tidak memoderasi pengaruh Penerapan Sistem EFilling terhadap Kepatuhan WPOP PNS. Hal tersebut dibuktikan melalui Moderated Regression Analysis yang memberikan nilai koefisien sebesar -0,041, yang dapat diartikan Pemahaman Internet tidak memoderasi pengaruh Penerapan Sistem E-Filling terhadap Kepatuhan WPOP PNS karena hasilnya negatif serta uji t statistik menghasilkan nilai signifikan lebih besar dari level of significant yaitu 0,051 > 0,05."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,"Pengaruh Pengendalian Internal, Kesadaran Anti-Fraud, Integritas, Independensi, dan Profesionalisme Terhadap Pencegahan Kecurangan ","Opini audit merupakan pernyataan profesional auditor mengenai kewajaran informasi keuangan yang disajikan dalam laporan keuangan. Pemberian opini audit tidak terlepas dari potensi terjadinya kecurangan. Pencegahan kecurangan diperlukan untuk mencegah atau paling tidak mengendalikan timbulnya kecurangan dengan menciptakan kondisi yang mendorong upaya pencegahan kecurangan.Penelitian ini bertujuan untuk mendapatkan bukti pengaruh pengendalian internal, kesadaran anti-fraud, integritas, independensi, dan profesionalisme terhadap pencegahan kecurangan dalam pemeriksaan pengelolaan dan tanggung jawab keuangan negara. Data diperoleh melalui penyebaran kuesioner pada auditor Badan Pemeriksa Keuangan Republik Indonesia yang berada pada unit kerja Auditorat Utama Keuangan Negara I, V, dan VII. Jumlah sampel yang diperoleh sebanyak 149 responden. Metode penentuan sampel yang digunakan dalam penelitian ini adalah purposive sampling, sedangkan metode analisis data yang digunakan adalah analisis regresi linier berganda.Hasil penelitian ini menyimpulkan bahwa pengendalian internal, integritas, independensi, dan profesionalisme berpengaruh positif terhadap pencegahan kecurangan. Sedangkan kesadaran anti-fraud tidak berpengaruh positif terhadap pencegahan kecurangan."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,ANALISIS PENGARUH SEBELUM & SESUDAH PEMBERIAN KOMPENSASI TERHADAP DISIPLIN KERJA PEGAWAI UNIVERSITAS MERCU BUANA YOGYAKARTA ,"Tujuan penelitian ini adalah untuk menganalisis pengaruh sebelum dansesudah pemberian kompensasi terhadap disiplin kerja pegawai. Penelitian inimenggunakan variabel kompensasi sebagai variabel independen dan disiplinkerjasebagai variabel dependen. Sampel yang digunakan adalah semua pegawai tenagakependidikan Universitas Mercu Buana Yogyakrta yang tercatat sebagai pegawaiUniversitas Mercu Buana Yogyakarta sebelum bulan April 2012 dimana jumlahnyasebanyak 77 pegawai. Analisis data yang digunakan dalam penelitian ini adalah ujiPaired Sample T Test. Hasil analisis dapat diketahui bahwa pada bulan 1pemberiankompensasi tidak berpengaruh terhadap hari kerja, sedangkan untuk jam kerjapemberian kompensasi berpengaruh. Pada bulan ke 2 pemberian kompensasiberpengaruh terhadap hari dan jam kerja. Pada bulan ke 3 pemberian kompensasitidak berpengaruh terhadap hari danjam kerja. Selama 3 bulan pemberiankompensasi berpengaruh terhadap hari dan jam kerja, sehingga adanya pemberiankompensasi berpengaruh terhadap disiplin kerjaKata kunci : kompensasi, displin kerja"
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Analisis Pengaruh Tax Amnesty Bagi Bei Kantor Perwakilan Yogyakarta ( Studi Pada Bursa Efek Indonesia) Di Yogyakarta ,"Skripsi ini membahas tentang Analisis Pengaruh Tax amnesty Bagi BEI KantorPerwakilan Yogyakarta (Studi Bursa Efek Indonesia) di Yogyakarta. Tujuan penulisan skripsi ini adalah Untuk mengetahui seberapa besar pengaruh dari program Tax amnesty dan untuk mengetahui penerapan Tax amnesty dalam meningkatkan saham pasar modal padaBursa Efek Indonesia Kantor Perwakilan Yogyakarta. Penulisan skripsi ini membahas pada adanya pengaruh, manfaat, kelebihan dan kekurangan Tax amnesty, serta tata cara penyampaian tax amnesty, fasilitas dan juga periode pelaksaan tax amnesty. Data yang digunakan adalah data sekunder berupa laporan perputaran harga saham tiap-tiap industri dan diambil pada saat berlangsungnya tax amnesty."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Analisis pengukuran kinerja rumah sakit dengan pendekatan  balanced scorecard pada rumah sakit daerah madani palu tahun 2015 ,"Penelitian ini menggunakan pendekatan Balanced Scorecard, di mana hal ini dilakukan penelitian karena masih ada kinerja yang harus diketahui tidak hanya keuangan saja tetapi dari segi non keuangan juga. Penelitian ini bertujuan untuk menganalisis kinerja Rumah Sakir Daerah Madani dengan empat perspektif yaitu perspektif pelanggan, perspektif proses bisnis internal, perspektif pembelajaran dan pertumbuhan serta perspektif keuangan. Untuk perspektif pelanggan menggunakan 98 responden, perspektif proses bisnis internal dan perspektif pembelajaran dan pertumbuhan menggunakan 84 responden dan untuk perspektif keuangan menggunakan laporan keuangan Rumah Sakit periode 2015. Hasil pengukuran kinerja Rumah Sakit dengan menggunakan pendekatan Balanced Scorecard memperoleh hasil atau skor 0,7. Hasil ini menunjukkan bahwa kinerja Rumah Sakit dilihat dari pengukuran kinerja secara keseluruhan dikatakan Baik. Meskipun kinerja masing-masing perspektif belum maksimal, namun hal ini dapat menunjukkan kinerja yang baik bagi Rumah Sakit Daerah Madani. Penggunaan pengukuran balanced scorecard dalam organisasi dapat memberikan gambaran umum mengenai kinerja suatu organisasi yang lebih lengkap dan komprehensif."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,Analisis pengaruh struktur aktiva dan profitabilitas terhadap struktur modal dan kinerja perusahaan (studi kasus pada perusahaan BUMN yang terdaftar di BEI) ,"Penelitian ini bertujuan untuk menguji pengaruh struktur aktiva dan profitabilitas terhadap struktur modal dan kinerja perusahaan di perusahaan BUMN yang terdaftar di Bursa Efek Indonesia tahun 2012-2015. Sampel penelitian ini mencakup 18 perusahaan dipilih melalui kriteria sampel. Penelitian ini menggunakan data sekunder yang telah lolos uji asumsi klasik dan dianalisis menggunakan analisis regresi linier berganda. Hasil analisis untuk variabel terikat pertama menunjukkan bahwa struktur aktiva berpengaruh terhadap DER. Sedangkan ROE tidak berpengaruh terhadap DER. SA dan ROE secara bersama-sama berpengaruh signifikan terhadap DER. Untuk variabel terikat kedua, hasil menunjukkan bahwa SA berpengaruh terhadap PER sedangkan ROE dan DER tidak berpengaruh terhadap PER. SA, ROE, dan DER secara bersama-sama tidak berpengaruh terhadap PER."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,PERBANDINGAN PENILAIAN TINGKAT KESEHATAN BANK DENGAN MENGGUNAKAN METODE RGEC PADA LIMA BANK YANG MASUK KATEGORI BUKU 4 DI INDONESIA PERIODE 2016 ,"Penelitian ini bertujuan untuk mengetahui perbandingan penilaian tingkat kesehatan bank berdasarkan metode RGEC (Risk Profile, Good Corporate Governance, Earnings dan Capital) pada lima bank besar yang masuk dalam kategori BUKU 4 pada tahun 2016. Kelima bank tersebut yaitu Bank Mandiri, Bank BNI, Bank BRI, Bank BCA dan Bank CIMB Niaga. Komponen yang digunakan untuk melakukan penilaian meliputi rasio NPL, LDR, IRR, Good Corporate Governance yang diukur dengan penilaian self assessment, ROA, NIM dan rasio CAR. Berdasarkan hasil penelitian diperoleh hasil bahwa Bank BCA mempunyai penilaian kesehatan yang paling baik dengan bobot nilai 97,14 %, Bank Mandiri dengan bobot nilai 91,43%, Bank BRI dengan bobot nilai 88,5%, Bank BNI dengan bobot nilai 88,57% dan Bank CIMB Niaga dengan bobot nilai 82,86%. Dari hasil tersebut, keempat bank yang memiliki bobot nilai di atas 86 % memperoleh predikat Sangat Sehat, sedangkan Bank CIMB Niaga memperoleh predikat Sehat"
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,ANALISIS GENDER DALAM PEMBAJAKAN PRODUK DIGITAL ,"Di era teknologi yang canggih pembajakan produk digital sangat mungkin untuk dilakukan oleh siapapun. Kasus ini sangat sulit untuk dicegah namun harus dilakukan. Penelitian ini bertujuan untuk menginvestigasi factor-faktor yang mendorong perilaku pembajakan digital. Penelitian ini menitikberatkan pada analisis gender berdasarkan pada model penelitian yang dibuat. Penelitian ini menggunakan model dari TAM yang tidak digunakan oleh penelitian sebelumnya. Sampel penelitian adalah mahasiswa S1 di Yogyakarta dengan menerapkan teknik convenience, purposive, dan snowball. Dengan menggunakan kuesioner daring, penelitian ini memperoleh data dari 94 mahasiswa dan 115 mahasiswi. Hasil menunjukkan tidak ada perbedaan signifikan antara mahasiswa dan mahasiswi dalam perilaku pembajakan. Mahasiswa sulit untuk menerima harga dari produk digital yang asli sedangkan mahasiswi bersedia untuk membayar. Penelitian ini mengingatkan perusahaan untuk lebih memperhatikan keamanan penjualan produk digitalnya. Selain itu, pemerintah dan perusahaan perlu untuk berkolaborasi memerangi pembajakan juga memperkuat perlindungan hak cipta."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,PENGARUH BELANJA MODAL DAN PENDAPATAN ASLI DAERAH  TERHADAP INVESTASI SWASTA DI INDONESIA DENGAN PERTUMBUHAN EKONOMI SEBAGAI VARIABEL INTERVENING ,"Pertumbuhan ekonomi merupakan masalah perekonomian suatu negara dalam jangka panjang, karena merupakan ukuran utama keberhasilan pembangunan dan hasilnya akan dapat dinikmati masyarakat sampai di lapisan paling bawah. Investasi swasta merupakan faktor penting untuk meningkatkan pertumbuhan ekonomi dan untuk meningkatkan investasi swasta diperlukan peran belanja modal dan Pendapatan Asli Daerah. Apabila nilai PAD suatu daerah meningkat maka dapat dikatakan bahwa tingkat kesejahteraan masyarakat di daerah tersebut juga tinggi. Jika tingkat kesejahteraan masyarakat suatu daerah tinggi maka kecenderungan yang ada adalah tingginya tingkat konsumsi masyarakat di daerah tersebut. Penelitian ini bertujuan untuk menguji apakah terdapat hubungan yang signifikan antara belanja modal, investasi swasta, PAD, dan pertumbuhan ekonomi. Objek penelitian ini adalah seluruh provinsi yang ada di Indonesia kecuali Kalimantan Utara karena baru diresmikan menjadi provinsi di Indonesia pada tahun 2012. Penelitian ini menggunakan data keuangan daerah dan data investasi swasta di seluruh provinsi di Indonesia dari tahun 2010-2016. Teknik analisis data yang digunakan adalah analisis Partial Least Square (PLS). Hasil penelitian menunjukkan bahwa hubungan yang terjadi antara belanja modal dan investasi swasta adalah hubungan yang positif dan signifikan, hubungan yang terjadi antara PAD dan investasi swasta menunjukkan hubungan yang positif dan signifikan. Pengujian hubungan yang terjadi antara belanja modal dan pertumbuhan ekonomi memiliki hasil negatif dan tidak signifikan. Hubungan yang terjadi antara PAD dan pertumbuhan ekonomi adalah positif dan signifikan, dan begitu pula untuk hubungan antara pertumbuhan ekonomi dan investasi swasta."
(JRAMB) Jurnal Riset Akuntansi Mercu Buana,"PERCEIVED USEFULNESS, PERCEIVED EASE OF USE, TRUST IN ONLINE STORE, PERCEIVED RISK SEBAGAI PEMICU NIAT BELI ONLINE PADA PRODUK UMKM MADE IN INDONESIA MELALUI PENGGUNAAN E-COMMERCE MARKETPLACE ","Banyak sekali perusahaan baru bermunculan dengan berbasis teknologi digital. Perusahaan ini menawarkan layanan dengan menggunakan aplikasi baru untuk konsumen berbelanja. E-commerce marketplace merupakan salah satu sarana berbelanja melalui internet. Penelitian ini menggunakan metode penelitian survei dan termasuk penelitian penjelasan (explanatory research) dengan pendekatan penelitian kuantitatif.. Teknik pengambilan sampel menggunakan purposive cluster sampling, dengan jumlah sampel sebanyak 150 mahasiswa. Alat analisis dalam penelitian ini menggunakan analisis Regresi Linier Berganda dengan uji prasyarat yaitu uji validitas dan reliabilitas. Hasil penelitian ini adalah Perceived Usefulness, Perceived Ease Of Use, Trust In Online Store dan Perceived Risk secara bersama-sama mempunyai pengaruh yang signifikan terhadap Niat beli online pada PT. Produk UMKM made in Indonesia melalui penggunaan e-commerce marketplace. Variabel Perceived Usefulness secara parsial tidak memiliki pengaruh signifikan terhadap Niat beli online sedangkan Perceived Ease Of Use, Trust In Online Store dan Perceived Risk secara parsial mempunyai pengeruh signifikan terhadap Niat beli online pada Produk UMKM made in Indonesia melalui penggunaan e-commerce marketplace. Variabel Perceived Usefulness mempunyai pengaruh dominan terhadap Niat beli online pada Produk UMKM made in Indonesia melalui penggunaan e-commerce marketplace."
